Medicine_ID,Medicine_Name,Main_Ingredients,Used_For,Dosage,Form,Manufacturer,Price,Availability_Status,Expiry_Date,Side_Effects,Approval_Status
AYUR07741,Amla-Rate,"Arjuna, Ashwagandha, Pippali, Guggul",Skin Allergy,5 ml twice daily,Syrup,Swasthya Remedies,87.16,In Stock,2029-11-15,Headache,Approved
AYUR06094,Guduchi-Speak,"Tulsi, Shatavari",Fever,Apply externally once a day,Oil,Divya Herbal,92.58,In Stock,2028-12-27,Drowsiness,Under Review
AYUR02827,Guggul-Candidate,"Turmeric, Amla, Tulsi",Cough,1 spoon after meal,Syrup,Ayurveda Bliss,148.37,In Stock,2027-05-29,Headache,Under Review
AYUR16093,Guggul-These,"Shatavari, Pippali, Licorice, Turmeric",High Blood Pressure,1 tablet twice daily,Powder,VedicLife Pharma,323.31,Out of Stock,2028-02-16,Allergic Reaction,Approved
AYUR03813,Licorice-History,"Guduchi, Licorice, Giloy",Diabetes,Apply externally once a day,Powder,Divya Herbal,269.09,Out of Stock,2026-11-08,Headache,Under Review
AYUR14466,Tulsi-Beat,"Amla, Brahmi",Hair Fall,1 tablet twice daily,Powder,VedicLife Pharma,288.14,Out of Stock,2030-04-02,Headache,Approved
AYUR00757,Neem-Woman,"Giloy, Pippali, Neem, Guduchi",Stress,2 capsules once daily,Capsule,Ayurveda Bliss,331.9,Out of Stock,2028-08-29,Headache,Approved
AYUR12594,Ashwagandha-Food,"Arjuna, Triphala",Hair Fall,Apply externally once a day,Syrup,NatureRoot Medics,187.51,Out of Stock,2027-03-22,Headache,Approved
AYUR09055,Giloy-Continue,"Arjuna, Brahmi, Tulsi",Skin Allergy,Apply externally once a day,Tablet,NatureRoot Medics,450.31,Out of Stock,2028-02-28,Allergic Reaction,Approved
AYUR17227,Triphala-Sort,"Guduchi, Licorice, Neem",Cough,5 ml twice daily,Syrup,AyurHealth Ltd.,185.5,Out of Stock,2030-06-06,Headache,Under Review
AYUR05063,Turmeric-Reach,"Guggul, Giloy",High Blood Pressure,2 capsules once daily,Capsule,Swasthya Remedies,413.31,In Stock,2030-01-04,None,Under Review
AYUR10911,Guduchi-Beat,"Guggul, Turmeric, Licorice, Brahmi",Diabetes,2 capsules once daily,Syrup,OrganicVeda,420.01,In Stock,2026-05-17,Allergic Reaction,Under Review
AYUR12988,Guggul-Music,"Giloy, Tulsi, Turmeric, Brahmi",Acidity,1 spoon after meal,Powder,Swasthya Remedies,138.49,In Stock,2028-02-15,Headache,Approved
AYUR13834,Arjuna-Market,"Licorice, Turmeric",Cough,Apply externally once a day,Powder,AyurHealth Ltd.,420.73,In Stock,2030-02-26,None,Approved
AYUR18413,Turmeric-Life,"Licorice, Ashwagandha",Stress,2 capsules once daily,Tablet,AyurHealth Ltd.,394.17,In Stock,2028-11-08,Headache,Under Review
AYUR16008,Tulsi-Whatever,"Licorice, Amla, Triphala",Fever,5 ml twice daily,Tablet,Swasthya Remedies,118.47,In Stock,2026-08-11,Drowsiness,Approved
AYUR16981,Neem-Month,"Amla, Shatavari",Stress,5 ml twice daily,Powder,Ayurveda Bliss,334.21,In Stock,2028-09-18,Nausea,Approved
AYUR19735,Triphala-The,"Arjuna, Pippali, Guggul",Acidity,1 spoon after meal,Powder,AyurHealth Ltd.,145.47,In Stock,2030-04-30,None,Under Review
AYUR11313,Pippali-Hit,"Licorice, Triphala, Amla, Arjuna",Stress,1 spoon after meal,Syrup,HerbalCure Labs,303.72,Out of Stock,2026-11-12,Headache,Under Review
AYUR04563,Triphala-Manager,"Giloy, Pippali",High Blood Pressure,2 capsules once daily,Syrup,NatureRoot Medics,152.22,Out of Stock,2029-02-23,Nausea,Under Review
AYUR07147,Turmeric-Through,"Guduchi, Shatavari, Pippali",Hair Fall,5 ml twice daily,Powder,NatureRoot Medics,137.82,In Stock,2029-03-02,Drowsiness,Approved
AYUR15069,Guduchi-Again,"Brahmi, Pippali, Guduchi",Stress,Apply externally once a day,Tablet,OrganicVeda,368.78,In Stock,2029-07-12,Headache,Approved
AYUR15869,Tulsi-Learn,"Arjuna, Tulsi",Joint Pain,1 spoon after meal,Tablet,Ayurveda Bliss,330.34,In Stock,2030-06-25,Nausea,Approved
AYUR19282,Turmeric-Risk,"Ashwagandha, Brahmi, Pippali",Cough,1 spoon after meal,Capsule,NatureRoot Medics,59.2,In Stock,2029-05-23,Nausea,Approved
AYUR16414,Guggul-Left,"Neem, Tulsi, Triphala, Brahmi",Joint Pain,1 tablet twice daily,Powder,NatureRoot Medics,478.12,Out of Stock,2028-04-20,Allergic Reaction,Under Review
AYUR18128,Guggul-Site,"Amla, Neem, Guduchi, Turmeric",Acidity,1 tablet twice daily,Oil,Ayurveda Bliss,278.28,Out of Stock,2026-03-10,Nausea,Approved
AYUR16823,Guduchi-Image,"Tulsi, Ashwagandha, Turmeric",Diabetes,1 spoon after meal,Tablet,AyurHealth Ltd.,234.82,In Stock,2027-02-08,Drowsiness,Approved
AYUR06164,Arjuna-Suffer,"Brahmi, Tulsi, Licorice, Amla",Joint Pain,1 spoon after meal,Tablet,Swasthya Remedies,307.78,Out of Stock,2027-07-08,Headache,Approved
AYUR19951,Ashwagandha-Significant,"Licorice, Tulsi, Triphala",Fever,5 ml twice daily,Capsule,OrganicVeda,60.93,In Stock,2029-03-15,None,Approved
AYUR14935,Neem-Society,"Ashwagandha, Guduchi, Turmeric",Joint Pain,2 capsules once daily,Syrup,Divya Herbal,371.09,Out of Stock,2028-11-10,None,Under Review
AYUR11205,Turmeric-Someone,"Shatavari, Ashwagandha, Neem, Tulsi",Stress,1 tablet twice daily,Capsule,AyurHealth Ltd.,460.4,Out of Stock,2027-05-09,Allergic Reaction,Under Review
AYUR10170,Arjuna-Yeah,"Licorice, Turmeric, Ashwagandha, Shatavari",Indigestion,5 ml twice daily,Oil,Divya Herbal,88.96,In Stock,2026-01-22,Nausea,Under Review
AYUR05175,Ashwagandha-Citizen,"Giloy, Neem, Amla",Hair Fall,2 capsules once daily,Syrup,Ayurveda Bliss,474.54,Out of Stock,2030-04-07,None,Approved
AYUR16515,Licorice-Build,"Licorice, Ashwagandha, Giloy",Stress,5 ml twice daily,Tablet,Swasthya Remedies,88.02,In Stock,2029-06-19,Nausea,Approved
AYUR16075,Ashwagandha-Than,"Neem, Giloy",Joint Pain,5 ml twice daily,Powder,HerbalCure Labs,236.16,Out of Stock,2029-03-27,Drowsiness,Approved
AYUR14809,Guggul-Open,"Licorice, Pippali, Tulsi",Cough,Apply externally once a day,Syrup,Ayurveda Bliss,130.51,In Stock,2027-01-26,None,Under Review
AYUR16395,Ashwagandha-White,"Tulsi, Amla, Triphala",Cough,1 tablet twice daily,Oil,Divya Herbal,306.25,In Stock,2026-12-17,Allergic Reaction,Under Review
AYUR00107,Licorice-Computer,"Pippali, Guggul, Giloy",Joint Pain,2 capsules once daily,Tablet,NatureRoot Medics,339.54,Out of Stock,2028-02-19,Headache,Under Review
AYUR06170,Tulsi-Author,"Guggul, Turmeric, Brahmi",Indigestion,2 capsules once daily,Syrup,HerbalCure Labs,370.35,Out of Stock,2028-11-30,Headache,Approved
AYUR02227,Shatavari-Whatever,"Ashwagandha, Amla, Triphala",Hair Fall,1 tablet twice daily,Syrup,Ayurveda Bliss,133.79,Out of Stock,2029-08-24,Headache,Under Review
AYUR14768,Brahmi-Whether,"Brahmi, Shatavari",Fever,1 tablet twice daily,Oil,AyurHealth Ltd.,207.75,In Stock,2029-12-03,Nausea,Approved
AYUR01936,Shatavari-Check,"Amla, Shatavari, Arjuna, Brahmi",Diabetes,2 capsules once daily,Capsule,Swasthya Remedies,473.5,Out of Stock,2029-05-11,Allergic Reaction,Approved
AYUR00554,Brahmi-Might,"Shatavari, Guduchi",Indigestion,2 capsules once daily,Syrup,OrganicVeda,178.67,Out of Stock,2026-07-19,None,Approved
AYUR08938,Neem-City,"Shatavari, Guggul",Diabetes,Apply externally once a day,Oil,NatureRoot Medics,409.18,In Stock,2027-06-24,Allergic Reaction,Under Review
AYUR13736,Guggul-Laugh,"Arjuna, Guduchi, Brahmi",Skin Allergy,1 spoon after meal,Powder,AyurHealth Ltd.,361.86,In Stock,2029-06-30,Drowsiness,Under Review
AYUR05956,Neem-Head,"Shatavari, Giloy",Diabetes,1 tablet twice daily,Powder,OrganicVeda,132.68,Out of Stock,2026-03-02,Allergic Reaction,Under Review
AYUR04100,Licorice-Film,"Giloy, Neem",Cough,1 tablet twice daily,Powder,Ayurveda Bliss,381.39,In Stock,2028-09-24,Allergic Reaction,Under Review
AYUR19570,Amla-Light,"Guggul, Arjuna, Brahmi, Pippali",Hair Fall,2 capsules once daily,Tablet,VedicLife Pharma,105.29,Out of Stock,2028-04-06,Allergic Reaction,Approved
AYUR02592,Guduchi-Speech,"Turmeric, Triphala, Arjuna",Fever,Apply externally once a day,Powder,HerbalCure Labs,313.41,In Stock,2029-05-11,Drowsiness,Under Review
AYUR16812,Pippali-Threat,"Shatavari, Tulsi, Guggul, Amla",High Blood Pressure,5 ml twice daily,Tablet,HerbalCure Labs,219.45,Out of Stock,2027-10-26,Headache,Under Review
AYUR07033,Brahmi-Enter,"Neem, Pippali, Shatavari, Guduchi",Indigestion,1 spoon after meal,Oil,NatureRoot Medics,463.89,Out of Stock,2026-08-11,Nausea,Approved
AYUR03655,Amla-Glass,"Triphala, Guggul, Ashwagandha",Fever,2 capsules once daily,Oil,AyurHealth Ltd.,84.9,Out of Stock,2029-11-03,Headache,Under Review
AYUR06606,Licorice-Source,"Licorice, Guduchi",Diabetes,1 spoon after meal,Powder,HerbalCure Labs,323.9,Out of Stock,2029-12-03,None,Approved
AYUR12709,Licorice-Feeling,"Giloy, Tulsi",Joint Pain,1 tablet twice daily,Capsule,HerbalCure Labs,399.82,In Stock,2027-11-09,Headache,Under Review
AYUR15261,Giloy-Different,"Guduchi, Pippali, Triphala, Brahmi",Fever,1 tablet twice daily,Capsule,NatureRoot Medics,355.19,In Stock,2029-03-27,Drowsiness,Approved
AYUR07712,Ashwagandha-Add,"Licorice, Triphala",Stress,1 tablet twice daily,Capsule,NatureRoot Medics,489.72,Out of Stock,2028-08-28,Allergic Reaction,Approved
AYUR10373,Tulsi-Reach,"Guggul, Licorice, Ashwagandha, Guduchi",Diabetes,1 tablet twice daily,Tablet,VedicLife Pharma,429.53,Out of Stock,2026-11-13,None,Approved
AYUR19430,Brahmi-True,"Arjuna, Amla, Triphala, Tulsi",Skin Allergy,1 tablet twice daily,Oil,Divya Herbal,411.22,Out of Stock,2029-01-16,Headache,Approved
AYUR04009,Giloy-Attack,"Neem, Turmeric, Guduchi",Stress,2 capsules once daily,Syrup,OrganicVeda,275.86,Out of Stock,2029-06-21,Allergic Reaction,Approved
AYUR17038,Shatavari-Ball,"Tulsi, Triphala, Shatavari",Cough,2 capsules once daily,Capsule,OrganicVeda,494.24,In Stock,2028-11-08,Allergic Reaction,Approved
AYUR10121,Brahmi-Build,"Triphala, Licorice",Diabetes,Apply externally once a day,Syrup,AyurHealth Ltd.,389.68,Out of Stock,2026-06-04,Allergic Reaction,Approved
AYUR16770,Brahmi-Someone,"Ashwagandha, Amla, Brahmi",Fever,Apply externally once a day,Syrup,Ayurveda Bliss,198.92,Out of Stock,2029-08-18,Headache,Under Review
AYUR14969,Guggul-Later,"Tulsi, Turmeric",Hair Fall,1 spoon after meal,Oil,HerbalCure Labs,435.48,Out of Stock,2027-11-23,Allergic Reaction,Under Review
AYUR00349,Licorice-Example,"Brahmi, Shatavari",Hair Fall,2 capsules once daily,Powder,AyurHealth Ltd.,197.91,In Stock,2029-01-31,Allergic Reaction,Approved
AYUR12492,Pippali-Father,"Licorice, Triphala, Arjuna, Neem",Cough,1 spoon after meal,Powder,AyurHealth Ltd.,50.93,Out of Stock,2029-01-08,Nausea,Under Review
AYUR01418,Guggul-West,"Arjuna, Triphala, Guduchi, Giloy",Indigestion,Apply externally once a day,Oil,Ayurveda Bliss,148.02,In Stock,2027-07-06,None,Under Review
AYUR07971,Neem-Among,"Triphala, Pippali",Stress,5 ml twice daily,Syrup,NatureRoot Medics,115.85,In Stock,2026-10-22,Nausea,Under Review
AYUR13748,Ashwagandha-So,"Guduchi, Arjuna, Giloy",Fever,1 spoon after meal,Powder,HerbalCure Labs,73.16,Out of Stock,2027-05-10,Nausea,Under Review
AYUR04919,Guduchi-Company,"Pippali, Tulsi",Cough,1 spoon after meal,Tablet,VedicLife Pharma,447.08,In Stock,2027-04-17,None,Approved
AYUR07907,Guduchi-Hospital,"Guduchi, Neem, Arjuna, Brahmi",Diabetes,Apply externally once a day,Tablet,NatureRoot Medics,469.52,In Stock,2026-02-16,Drowsiness,Approved
AYUR03783,Brahmi-Free,"Giloy, Arjuna, Tulsi, Brahmi",Cough,Apply externally once a day,Tablet,Ayurveda Bliss,195.11,Out of Stock,2028-04-28,None,Approved
AYUR09370,Brahmi-Receive,"Giloy, Triphala, Amla",Fever,Apply externally once a day,Oil,HerbalCure Labs,456.3,Out of Stock,2026-02-22,Allergic Reaction,Approved
AYUR02693,Ashwagandha-First,"Turmeric, Pippali",Acidity,5 ml twice daily,Capsule,AyurHealth Ltd.,438.41,In Stock,2026-12-11,Headache,Approved
AYUR13816,Guduchi-Court,"Licorice, Guggul, Amla, Turmeric",Diabetes,Apply externally once a day,Oil,VedicLife Pharma,296.09,Out of Stock,2028-10-07,None,Approved
AYUR16176,Tulsi-Decide,"Triphala, Amla",Hair Fall,2 capsules once daily,Oil,Ayurveda Bliss,271.45,In Stock,2026-03-17,None,Under Review
AYUR16084,Arjuna-Away,"Brahmi, Turmeric",Hair Fall,1 tablet twice daily,Tablet,AyurHealth Ltd.,342.99,In Stock,2028-10-17,None,Approved
AYUR00573,Amla-Some,"Amla, Guggul, Shatavari",High Blood Pressure,Apply externally once a day,Oil,OrganicVeda,245.69,In Stock,2027-02-06,Allergic Reaction,Approved
AYUR16723,Turmeric-Third,"Arjuna, Turmeric, Guggul",High Blood Pressure,1 tablet twice daily,Syrup,AyurHealth Ltd.,475.66,Out of Stock,2029-03-04,Headache,Under Review
AYUR16637,Brahmi-Father,"Licorice, Guduchi",Acidity,Apply externally once a day,Syrup,NatureRoot Medics,367.26,In Stock,2029-04-10,Allergic Reaction,Approved
AYUR08319,Guggul-Will,"Shatavari, Ashwagandha, Triphala, Turmeric",Acidity,2 capsules once daily,Capsule,AyurHealth Ltd.,420.4,Out of Stock,2026-05-04,Allergic Reaction,Approved
AYUR19230,Ashwagandha-She,"Shatavari, Pippali, Giloy, Triphala",Fever,1 tablet twice daily,Powder,OrganicVeda,469.89,Out of Stock,2027-07-22,Allergic Reaction,Approved
AYUR04240,Shatavari-I,"Turmeric, Giloy, Licorice, Amla",Skin Allergy,1 spoon after meal,Tablet,Ayurveda Bliss,99.66,Out of Stock,2026-08-19,Headache,Under Review
AYUR13820,Licorice-At,"Neem, Triphala, Giloy",Diabetes,5 ml twice daily,Oil,OrganicVeda,473.96,Out of Stock,2030-06-27,Headache,Approved
AYUR19103,Neem-Phone,"Tulsi, Neem, Brahmi, Shatavari",Acidity,5 ml twice daily,Oil,VedicLife Pharma,346.15,In Stock,2026-11-05,None,Approved
AYUR16975,Turmeric-Back,"Guduchi, Brahmi",Diabetes,1 tablet twice daily,Syrup,Divya Herbal,342.44,Out of Stock,2029-04-22,Allergic Reaction,Under Review
AYUR15633,Tulsi-Popular,"Giloy, Ashwagandha, Triphala, Pippali",Joint Pain,1 spoon after meal,Tablet,OrganicVeda,323.92,Out of Stock,2028-11-25,Allergic Reaction,Approved
AYUR17530,Ashwagandha-Gun,"Turmeric, Amla",Stress,1 spoon after meal,Tablet,OrganicVeda,453.16,In Stock,2028-07-04,Allergic Reaction,Approved
AYUR12543,Arjuna-Behind,"Shatavari, Guggul, Triphala",Indigestion,2 capsules once daily,Capsule,Swasthya Remedies,314.08,Out of Stock,2028-03-22,Allergic Reaction,Approved
AYUR02932,Licorice-East,"Shatavari, Ashwagandha, Tulsi, Neem",High Blood Pressure,1 spoon after meal,Powder,Divya Herbal,300,Out of Stock,2028-05-16,Drowsiness,Under Review
AYUR17243,Arjuna-Six,"Shatavari, Amla, Ashwagandha, Triphala",Cough,5 ml twice daily,Oil,AyurHealth Ltd.,69.48,In Stock,2028-05-24,Drowsiness,Approved
AYUR16344,Ashwagandha-Situation,"Triphala, Tulsi, Pippali",Fever,1 spoon after meal,Syrup,Divya Herbal,464.93,In Stock,2028-09-11,Nausea,Under Review
AYUR07349,Amla-Among,"Ashwagandha, Shatavari",Acidity,1 spoon after meal,Capsule,HerbalCure Labs,185.14,Out of Stock,2029-02-26,Nausea,Approved
AYUR00424,Brahmi-Serious,"Guduchi, Amla, Licorice, Arjuna",Fever,1 tablet twice daily,Capsule,Divya Herbal,471.52,Out of Stock,2028-03-28,Headache,Approved
AYUR08636,Guggul-Sit,"Pippali, Neem",Hair Fall,Apply externally once a day,Oil,HerbalCure Labs,345.88,In Stock,2029-10-07,Allergic Reaction,Under Review
AYUR14138,Giloy-Pick,"Giloy, Arjuna",Cough,1 tablet twice daily,Powder,Ayurveda Bliss,181.71,Out of Stock,2026-07-30,Headache,Under Review
AYUR01021,Tulsi-Less,"Guduchi, Triphala",Fever,1 spoon after meal,Powder,VedicLife Pharma,485.15,In Stock,2029-11-28,Allergic Reaction,Approved
AYUR10642,Brahmi-Name,"Pippali, Arjuna, Licorice",High Blood Pressure,5 ml twice daily,Tablet,Swasthya Remedies,117.38,In Stock,2028-07-15,Nausea,Approved
AYUR12956,Arjuna-Any,"Turmeric, Arjuna",Stress,Apply externally once a day,Capsule,OrganicVeda,447.91,Out of Stock,2026-04-26,Drowsiness,Approved
AYUR01468,Turmeric-Work,"Pippali, Triphala, Shatavari",Diabetes,5 ml twice daily,Tablet,Swasthya Remedies,462.51,Out of Stock,2029-09-29,None,Under Review
AYUR18916,Guggul-Analysis,"Shatavari, Licorice",Stress,1 spoon after meal,Oil,Swasthya Remedies,162.98,Out of Stock,2027-11-24,None,Approved
AYUR04324,Tulsi-Art,"Ashwagandha, Giloy, Pippali, Amla",Acidity,2 capsules once daily,Syrup,AyurHealth Ltd.,234.11,In Stock,2030-04-27,Allergic Reaction,Approved
AYUR09254,Tulsi-Friend,"Giloy, Arjuna",Fever,1 spoon after meal,Powder,Ayurveda Bliss,183.58,In Stock,2026-02-03,None,Under Review
AYUR01429,Brahmi-Common,"Guggul, Shatavari, Neem",Cough,5 ml twice daily,Capsule,Swasthya Remedies,415.52,In Stock,2027-08-30,Nausea,Under Review
AYUR07313,Licorice-Set,"Arjuna, Brahmi, Guggul",Fever,2 capsules once daily,Powder,VedicLife Pharma,248.74,In Stock,2027-03-23,Headache,Approved
AYUR01909,Shatavari-Animal,"Guggul, Neem, Ashwagandha, Guduchi",High Blood Pressure,5 ml twice daily,Syrup,Divya Herbal,368.23,In Stock,2026-03-01,Headache,Under Review
AYUR12402,Pippali-Learn,"Ashwagandha, Turmeric",Cough,2 capsules once daily,Capsule,Swasthya Remedies,78.88,Out of Stock,2029-04-05,Drowsiness,Under Review
AYUR12192,Amla-Try,"Licorice, Brahmi, Triphala, Guggul",Fever,1 tablet twice daily,Capsule,HerbalCure Labs,418.76,In Stock,2028-05-30,Nausea,Approved
AYUR08986,Amla-Air,"Amla, Brahmi, Ashwagandha",Stress,1 spoon after meal,Powder,VedicLife Pharma,343.06,Out of Stock,2029-12-17,Drowsiness,Approved
AYUR15807,Ashwagandha-Think,"Giloy, Ashwagandha, Guggul, Triphala",Cough,5 ml twice daily,Syrup,OrganicVeda,258.67,In Stock,2028-02-06,Allergic Reaction,Under Review
AYUR14717,Triphala-Interview,"Arjuna, Guggul, Amla",Acidity,1 tablet twice daily,Tablet,AyurHealth Ltd.,82.35,In Stock,2029-03-10,Drowsiness,Under Review
AYUR12207,Turmeric-Newspaper,"Giloy, Triphala",Skin Allergy,Apply externally once a day,Powder,NatureRoot Medics,185.2,Out of Stock,2026-11-15,Headache,Under Review
AYUR13513,Pippali-Travel,"Guduchi, Tulsi, Neem, Shatavari",Diabetes,5 ml twice daily,Capsule,NatureRoot Medics,98.2,Out of Stock,2028-03-01,Headache,Approved
AYUR05125,Turmeric-Establish,"Giloy, Shatavari, Turmeric",Acidity,1 tablet twice daily,Tablet,Divya Herbal,225.02,Out of Stock,2028-04-11,None,Under Review
AYUR12519,Shatavari-Political,"Ashwagandha, Triphala",Diabetes,5 ml twice daily,Oil,HerbalCure Labs,229.14,Out of Stock,2028-06-03,Drowsiness,Approved
AYUR12810,Licorice-Sing,"Brahmi, Amla, Pippali",Fever,2 capsules once daily,Oil,OrganicVeda,378.54,In Stock,2028-07-08,Drowsiness,Under Review
AYUR01340,Shatavari-Yeah,"Guduchi, Guggul, Neem",Diabetes,Apply externally once a day,Tablet,Ayurveda Bliss,133.4,In Stock,2027-10-06,Headache,Approved
AYUR14847,Giloy-Need,"Turmeric, Guduchi, Giloy",High Blood Pressure,5 ml twice daily,Syrup,Ayurveda Bliss,494.7,In Stock,2027-10-05,Allergic Reaction,Approved
AYUR09031,Brahmi-Song,"Brahmi, Guduchi, Guggul",Fever,1 spoon after meal,Oil,Ayurveda Bliss,250.57,In Stock,2027-07-03,Headache,Approved
AYUR19612,Guggul-Current,"Guggul, Turmeric",Cough,1 tablet twice daily,Powder,VedicLife Pharma,308.7,Out of Stock,2026-07-20,Headache,Approved
AYUR15459,Shatavari-Player,"Pippali, Giloy, Ashwagandha, Neem",Hair Fall,1 tablet twice daily,Syrup,VedicLife Pharma,454.48,In Stock,2027-01-28,Headache,Under Review
AYUR00149,Arjuna-Study,"Neem, Shatavari, Ashwagandha",Diabetes,1 spoon after meal,Capsule,NatureRoot Medics,178.04,Out of Stock,2029-10-25,None,Approved
AYUR14237,Arjuna-Almost,"Turmeric, Arjuna, Neem, Guggul",Joint Pain,5 ml twice daily,Oil,NatureRoot Medics,466.12,In Stock,2026-05-29,Nausea,Approved
AYUR18678,Ashwagandha-Situation,"Ashwagandha, Guduchi, Guggul, Licorice",Hair Fall,1 tablet twice daily,Powder,Divya Herbal,247.13,Out of Stock,2028-04-29,Drowsiness,Under Review
AYUR17147,Guduchi-However,"Guggul, Brahmi",Fever,2 capsules once daily,Oil,OrganicVeda,231.81,Out of Stock,2029-04-18,Drowsiness,Approved
AYUR05494,Shatavari-Strategy,"Giloy, Brahmi, Guduchi",Fever,1 spoon after meal,Syrup,NatureRoot Medics,393.92,In Stock,2028-03-01,None,Approved
AYUR16542,Guduchi-Civil,"Ashwagandha, Pippali, Amla, Guduchi",High Blood Pressure,Apply externally once a day,Syrup,AyurHealth Ltd.,314.38,Out of Stock,2026-08-22,Nausea,Approved
AYUR11736,Shatavari-Theory,"Amla, Giloy, Arjuna",Stress,1 spoon after meal,Oil,Swasthya Remedies,355.76,In Stock,2030-02-11,Allergic Reaction,Under Review
AYUR19369,Tulsi-Easy,"Guduchi, Tulsi, Giloy",Acidity,2 capsules once daily,Powder,Ayurveda Bliss,228.36,Out of Stock,2027-05-15,Headache,Under Review
AYUR19420,Guduchi-From,"Neem, Tulsi, Arjuna, Triphala",Stress,5 ml twice daily,Powder,Swasthya Remedies,389.63,In Stock,2027-03-17,Drowsiness,Approved
AYUR13464,Arjuna-Popular,"Licorice, Giloy, Ashwagandha",Acidity,1 tablet twice daily,Capsule,Ayurveda Bliss,133.64,In Stock,2028-05-26,Allergic Reaction,Approved
AYUR16406,Amla-Again,"Guduchi, Guggul, Arjuna, Licorice",Indigestion,2 capsules once daily,Oil,Divya Herbal,429.66,Out of Stock,2029-08-14,Nausea,Under Review
AYUR01554,Brahmi-Chance,"Tulsi, Ashwagandha, Pippali, Guggul",Fever,2 capsules once daily,Powder,Swasthya Remedies,65.43,In Stock,2027-07-13,None,Under Review
AYUR07337,Guduchi-Letter,"Turmeric, Guduchi, Arjuna, Giloy",Hair Fall,1 tablet twice daily,Tablet,VedicLife Pharma,296.04,In Stock,2027-06-19,Headache,Under Review
AYUR02597,Triphala-Amount,"Arjuna, Giloy, Guduchi, Turmeric",Hair Fall,2 capsules once daily,Powder,VedicLife Pharma,243.59,In Stock,2027-08-16,Drowsiness,Approved
AYUR14157,Shatavari-Some,"Ashwagandha, Amla",Acidity,5 ml twice daily,Tablet,Divya Herbal,91.25,In Stock,2027-07-13,None,Under Review
AYUR16033,Neem-Side,"Arjuna, Ashwagandha, Giloy, Pippali",Diabetes,1 tablet twice daily,Capsule,Divya Herbal,404.53,In Stock,2027-02-12,Headache,Under Review
AYUR02886,Guduchi-Including,"Triphala, Arjuna, Neem, Brahmi",High Blood Pressure,1 spoon after meal,Capsule,Divya Herbal,207.99,In Stock,2029-07-11,Nausea,Under Review
AYUR03647,Tulsi-Though,"Guggul, Licorice, Turmeric, Brahmi",Hair Fall,1 tablet twice daily,Oil,Ayurveda Bliss,371.33,In Stock,2028-04-12,Allergic Reaction,Under Review
AYUR06931,Neem-Goal,"Licorice, Brahmi",Indigestion,Apply externally once a day,Syrup,Ayurveda Bliss,131.74,In Stock,2029-04-08,None,Approved
AYUR07558,Guduchi-Bill,"Tulsi, Ashwagandha, Shatavari",Hair Fall,1 tablet twice daily,Tablet,VedicLife Pharma,116.01,Out of Stock,2027-06-10,Nausea,Under Review
AYUR02705,Shatavari-Often,"Ashwagandha, Triphala",Joint Pain,Apply externally once a day,Powder,HerbalCure Labs,153.03,Out of Stock,2028-05-20,Nausea,Under Review
AYUR02729,Pippali-Space,"Triphala, Ashwagandha",Hair Fall,Apply externally once a day,Syrup,HerbalCure Labs,127.01,In Stock,2026-11-10,Drowsiness,Approved
AYUR16549,Amla-Nature,"Neem, Guggul, Guduchi, Ashwagandha",Indigestion,Apply externally once a day,Oil,NatureRoot Medics,354.02,Out of Stock,2027-01-14,Nausea,Approved
AYUR09684,Triphala-Tree,"Pippali, Amla",Acidity,Apply externally once a day,Tablet,Ayurveda Bliss,481.8,Out of Stock,2027-01-17,Allergic Reaction,Approved
AYUR00994,Giloy-Season,"Giloy, Turmeric, Arjuna, Guduchi",Stress,1 tablet twice daily,Tablet,NatureRoot Medics,304.12,In Stock,2027-06-10,Allergic Reaction,Under Review
AYUR06942,Triphala-Indicate,"Neem, Brahmi, Amla",Hair Fall,2 capsules once daily,Oil,Ayurveda Bliss,292.52,In Stock,2028-09-03,Headache,Under Review
AYUR07931,Brahmi-Health,"Brahmi, Turmeric, Guggul",Indigestion,5 ml twice daily,Syrup,VedicLife Pharma,488.35,In Stock,2029-07-10,None,Under Review
AYUR10188,Pippali-President,"Ashwagandha, Tulsi, Turmeric",Hair Fall,1 spoon after meal,Capsule,Divya Herbal,359.74,In Stock,2028-07-16,Headache,Approved
AYUR17158,Licorice-About,"Guduchi, Tulsi, Shatavari, Licorice",Cough,2 capsules once daily,Tablet,Swasthya Remedies,493.98,Out of Stock,2029-09-23,None,Approved
AYUR17628,Licorice-Experience,"Arjuna, Amla, Triphala",Hair Fall,1 tablet twice daily,Tablet,VedicLife Pharma,149.34,In Stock,2027-02-24,Headache,Under Review
AYUR03937,Triphala-Let,"Tulsi, Pippali, Guggul, Guduchi",Indigestion,2 capsules once daily,Tablet,NatureRoot Medics,108.53,In Stock,2026-10-29,Allergic Reaction,Approved
AYUR19012,Amla-Blood,"Tulsi, Triphala, Shatavari",Joint Pain,2 capsules once daily,Powder,NatureRoot Medics,105.68,Out of Stock,2026-11-03,Allergic Reaction,Under Review
AYUR01512,Licorice-Necessary,"Giloy, Triphala",Cough,5 ml twice daily,Syrup,AyurHealth Ltd.,78.25,In Stock,2029-01-26,Allergic Reaction,Approved
AYUR19219,Brahmi-Every,"Brahmi, Turmeric, Ashwagandha",Indigestion,2 capsules once daily,Capsule,AyurHealth Ltd.,111.45,In Stock,2029-10-05,Drowsiness,Under Review
